Sat Mar 14 13:09:05 2015
timestamp,number_of_requests,total_time_test,req_per_sec_v2,speed,traffic_total,traffic_header,traffic_data,min_request,max_request,mean_request,sd_request,sd_percent_request,succeeded_requests,succeeded_failed
1426339335,371,796.5110,492.10,241.92,910063,48601,843654,5.8980,392.9770,81.0870,56.3020,80.14,371,0
1426339346,373,1155.0210,381.70,372.79,914969,48863,848202,5.0380,472.5590,71.9230,68.4070,84.18,373,0
1426339355,375,888.7110,498.50,35.51,919875,49125,852750,6.7199,379.1730,76.6950,52.9400,78.29,375,0
1426339363,377,692.6310,543.90,1.27,924781,49387,857298,7.3300,371.8990,85.1150,53.4230,77.51,377,0
1426339370,379,713.0040,533.90,1.25,929687,49649,861846,6.1560,356.0080,88.1300,56.0450,76.39,379,0
1426339377,381,723.2960,534.50,199.73,934593,49911,866394,5.9740,445.1340,79.2680,58.6350,79.58,381,0
1426339385,383,805.2230,513.80,148.72,939499,50173,870942,5.1830,471.2680,84.9870,69.6600,80.63,383,0
1426339392,385,676.8410,569.10,1.33,944405,50435,875490,6.3480,372.8030,82.2660,52.5580,78.34,385,0
1426339399,387,696.4380,555.50,1.30,949311,50697,880038,10.1280,393.9010,90.5140,53.8320,76.82,387,0
1426339407,389,703.1330,553.20,1.30,954217,50959,884586,8.5470,363.4070,85.1500,54.5620,77.94,389,0
1426339417,391,982.9440,482.70,96.76,959123,51221,889134,6.0854,437.5320,82.4010,59.8890,81.66,391,0
1426339424,393,733.0220,543.70,93.35,964029,51483,893682,6.4449,365.1120,87.2780,55.0980,76.77,393,0
1426339432,395,735.4900,543.30,96.55,968935,51745,898230,6.7600,394.3160,79.1590,52.9240,79.54,395,0
1426339440,397,824.7130,512.40,58.10,973841,52007,902778,9.2240,468.5970,95.4950,66.7180,79.95,397,0
1426339448,399,754.0390,529.60,1.24,978747,52269,907326,9.8620,418.0710,94.1290,59.9350,76.92,399,0
1426339458,401,987.2250,445.10,397.62,983653,52531,911874,6.5440,444.2400,81.1690,70.2310,77.71,401,0
1426339468,403,965.5420,449.50,404.18,988559,52793,916422,5.3252,371.2780,76.2960,51.1450,79.23,403,0
1426339477,405,918.7190,516.80,37.90,993465,53055,920970,7.6800,346.8920,93.5700,49.5480,72.00,405,0
1426339486,407,842.7960,511.20,59.87,998371,53317,925518,11.1170,532.5250,90.5600,65.2930,81.28,407,0
1426339496,409,1020.8160,491.40,107.24,1003277,53579,930066,9.2128,376.9580,82.8800,50.2700,78.07,409,0
1426339506,411,956.2600,471.00,212.64,1008183,53841,934614,6.9810,443.1100,81.0370,58.3900,79.49,411,0
1426339516,413,1023.4330,472.90,109.29,1013089,54103,939162,8.7447,524.7920,87.0450,61.1990,81.14,413,0
1426339524,415,758.9100,546.90,1.28,1017995,54365,943710,10.7170,465.7200,85.4310,58.6410,81.76,415,0
1426339532,417,834.9560,516.80,71.28,1022901,54627,948258,9.1360,444.8320,89.0670,56.6370,80.81,417,0
1426339542,419,977.3250,464.70,305.10,1027807,54889,952806,9.6620,340.5480,91.1090,48.2580,73.39,419,0
1426339554,421,1114.6070,466.60,184.51,1032713,55151,957354,6.8350,483.0840,78.1090,62.0870,82.20,421,0
